,Release Date,Season,Episode,Episode Title,Name,Sentence,label,score
5341,2012-05-06,Season 2,Episode 6,The Old Gods and the New,man,Where are you going?,neutral,0.46486932039260864
5342,2012-05-06,Season 2,Episode 6,The Old Gods and the New,man,"You ever been fucked, little girl? Come here.",disgust,0.43189752101898193
5343,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tyrion lannister,Take some men and go and find the Stark girl.,neutral,0.7947949767112732
5344,2012-05-06,Season 2,Episode 6,The Old Gods and the New,meryn,I take my orders from the king.,anger,0.7363922595977783
5345,2012-05-06,Season 2,Episode 6,The Old Gods and the New,man,Where? This way.,surprise,0.6083523035049438
5346,2012-05-06,Season 2,Episode 6,The Old Gods and the New,sansa stark,Please! No! No!,anger,0.4041394293308258
5347,2012-05-06,Season 2,Episode 6,The Old Gods and the New,man,Please!,anger,0.3773379325866699
5348,2012-05-06,Season 2,Episode 6,The Old Gods and the New,sandor clegane,"You're all right now, little bird. You're all right.",neutral,0.6880677342414856
5349,2012-05-06,Season 2,Episode 6,The Old Gods and the New,man,We'll get you.,neutral,0.9222555756568909
5350,2012-05-06,Season 2,Episode 6,The Old Gods and the New,man,This way.,neutral,0.8603928089141846
5351,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tyrion lannister,"Are you hurt, my lady?",disgust,0.29628708958625793
5352,2012-05-06,Season 2,Episode 6,The Old Gods and the New,sandor clegane,The little birdo s bleeding. Someone take her back to her cage. See to that cut.,sadness,0.35345855355262756
5353,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tyrion lannister,"Well done, Clegane.",neutral,0.5025562047958374
5354,2012-05-06,Season 2,Episode 6,The Old Gods and the New,sandor clegane,I didn't do it for you.,anger,0.5361960530281067
5355,2012-05-06,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,He shouldn't make me wait.,neutral,0.7571033239364624
5356,2012-05-06,Season 2,Episode 6,The Old Gods and the New,xaro,"The Spice King is the second wealthiest man in Qarth. He makes everyone wait. Of course, you could have avoided this embarrassment if you married the wealthiest man in Qarth.",neutral,0.8709554076194763
5357,2012-05-06,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,I already have a husband.,joy,0.9818681478500366
5358,2012-05-06,Season 2,Episode 6,The Old Gods and the New,xaro,"Khal Drogo is gone, Khaleesi. You are far too young to be a widow forever and far too beautiful.",sadness,0.9191498160362244
5359,2012-05-06,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,And you are far too smart to think that I will succumb to flattery.,neutral,0.8088552355766296
5360,2012-05-06,Season 2,Episode 6,The Old Gods and the New,xaro,"I have traveled very far in my life and met many women, but none that are immune to flattery.",neutral,0.4540392756462097
5361,2012-05-06,Season 2,Episode 6,The Old Gods and the New,spice king,The Mother of Dragons!,surprise,0.5682815909385681
5362,2012-05-06,Season 2,Episode 6,The Old Gods and the New,xaro,"Ah, here he comes.",neutral,0.6148957014083862
5363,2012-05-06,Season 2,Episode 6,The Old Gods and the New,spice king,"Forgive me. I had terrible dreams last night. Terrible dreams. I could not sleep until the sun was shining and the birds were singing. Look what a beauty you are now the Red Waste has been washed off you. I am sorry about all that unpleasantness. The silver hair of a true Targaryen. Xaro Xhoan Daxos, she is far too lovely for a glorified dockworker like yourself.",disgust,0.45976513624191284
5364,2012-05-06,Season 2,Episode 6,The Old Gods and the New,xaro,"Very true, and yet they say that your grandfather, who sold pepper off the back of a wagon, married a lady far lovelier and higher born than himself.",disgust,0.4349118769168854
5365,2012-05-06,Season 2,Episode 6,The Old Gods and the New,spice king,"Every lady alive was lovelier and higher born than my grandfather. Did my servants not offer you something to eat, to drink? I'll have them flogged in the square.",disgust,0.8098881244659424
5366,2012-05-06,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,"Thank you, my lord. You are a gracious host, but there is no servant alive that can bring me what I want.",neutral,0.7908284664154053
5367,2012-05-06,Season 2,Episode 6,The Old Gods and the New,spice king,"Oh, she has a talent for drama, this one. So, my little princess, what is it you want?",neutral,0.7134433388710022
5368,2012-05-06,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,My birthright. The Seven Kingdoms of Westeros.,joy,0.5891815423965454
5369,2012-05-06,Season 2,Episode 6,The Old Gods and the New,spice king,I fear I'm no better than a servant in this regard. I cannot give you what I do not have.,fear,0.9812451601028442
5370,2012-05-06,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,I'm not asking you for the kingdoms. I'm asking you for ships.,neutral,0.9546961784362793
5371,2012-05-06,Season 2,Episode 6,The Old Gods and the New,spice king,"I need to cross the Narrow Sea. I need my ships as well. I use them, you see, to bring spices from one port to another.",neutral,0.8788002729415894
5372,2012-05-06,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,Whatever you grant me now will be repaid three times over when I retake the Iron Throne.,neutral,0.7786246538162231
5373,2012-05-06,Season 2,Episode 6,The Old Gods and the New,spice king,Retake? Did you once sit on the Iron Throne?,neutral,0.7486779093742371
5374,2012-05-06,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,"My father sat there, before he was murdered.",sadness,0.4033365547657013
5375,2012-05-06,Season 2,Episode 6,The Old Gods and the New,spice king,"But if you did not sit on it yourself, would it not be correct to say ""take the Iron Throne""?",neutral,0.6163658499717712
5376,2012-05-06,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,I didn't come here to argue grammar.,neutral,0.8967195749282837
5377,2012-05-06,Season 2,Episode 6,The Old Gods and the New,spice king,"Of course not. You came to take my ships. So let me explain my position, little princess. Unlike you, I do not have exalted ancestors. I make my living by trade. And I judge every trade on its merits. You ask for ships. You say I shall be repaid triple. I do not doubt your honesty or your intentions. But before you repay your debts, you must seize the Seven Kingdoms. Do you have an army?",neutral,0.7523095607757568
5378,2012-05-06,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,Not yet.,neutral,0.9466041326522827
5379,2012-05-06,Season 2,Episode 6,The Old Gods and the New,spice king,You do not have an army. Do you have powerful allies in Westeros?,neutral,0.7878013253211975
5380,2012-05-06,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,There are many there that support my claim.,neutral,0.9177905917167664
5381,2012-05-06,Season 2,Episode 6,The Old Gods and the New,spice king,When were you there last?,neutral,0.6519526839256287
5382,2012-05-06,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,I left when I was a baby.,sadness,0.6410833597183228
5383,2012-05-06,Season 2,Episode 6,The Old Gods and the New,spice king,"So, in truth, you have no allies.",neutral,0.9331191778182983
5384,2012-05-06,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,The people will rise to fight for their rightful queen when I return.,neutral,0.6649749279022217
5385,2012-05-06,Season 2,Episode 6,The Old Gods and the New,spice king,"Ah. Forgive me, little princess, but I cannot make an investment based on wishes and dreams. Now if you'll pardon me.",anger,0.5712483525276184
5386,2012-05-06,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,"Do you know lllyrio Mopatis, Magister of Pentos? Yes, we've met.",neutral,0.7926367521286011
5387,2012-05-06,Season 2,Episode 6,The Old Gods and the New,spice king,A shrewd man.,disgust,0.7176669239997864
5388,2012-05-06,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,"For my wedding, he gave me three petrified dragon eggs. He believed The world believed that the ages had turned them to stone. How many centuries has it been since dragons roamed the skies? But I dreamt that if I carried those eggs into a great fire, they would hatch. When I stepped into the fire, my own people thought I was mad. But when the fire burned out, I was unhurt, the Mother of Dragons.",fear,0.41617000102996826
5389,2012-05-06,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,Do you understand? I'm no ordinary woman. My dreams come true.,joy,0.3954845666885376
5390,2012-05-06,Season 2,Episode 6,The Old Gods and the New,spice king,"I admire your passion. But in business, I trust in logic, not passion. I'm sorry, little princess.",sadness,0.6426210999488831
5391,2012-05-06,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,"I am not your little princess. I am Daenerys Stormborn of the blood of Old Valyria, and I will take what is mine. With fire and blood, I will take it.",anger,0.9605636596679688
5392,2012-05-06,Season 2,Episode 6,The Old Gods and the New,spice king,"Yes, my lady, but not with my ships.",neutral,0.46494060754776
5393,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,Who taught you to read?,neutral,0.7756336331367493
5394,2012-05-06,Season 2,Episode 6,The Old Gods and the New,arya stark,"My father, my lord.",disgust,0.7997214794158936
5395,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,"Hmm. I taught my son Jaime to read. The maester came to me one day, told me he wasn't learning. He couldn't make sense of the letters. He reversed them in his head. The maester said he'd heard tell of this affliction and that we simply must accept it. Ha! After that, I sat Jaime down for four hours every day until he learned. He hated me for it, for a time. For a long time. But he learned. Hmm. Where is your father? Is he alive? Who was he?",disgust,0.6507765054702759
5396,2012-05-06,Season 2,Episode 6,The Old Gods and the New,arya stark,A stonemason.,neutral,0.7092411518096924
5397,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,A stonemason who could read? Hmm.,surprise,0.4501478672027588
5398,2012-05-06,Season 2,Episode 6,The Old Gods and the New,arya stark,He taught himself.,disgust,0.5054450035095215
5399,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,Quite a man. What killed him?,disgust,0.46802186965942383
5400,2012-05-06,Season 2,Episode 6,The Old Gods and the New,arya stark,Loyalty.,disgust,0.5225805640220642
5401,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,"You're a sharp little thing, aren't you?",surprise,0.5173959136009216
5402,2012-05-06,Season 2,Episode 6,The Old Gods and the New,arya stark,"Did... Forgive me, my lord. I shouldn't ask questions.",disgust,0.4531620740890503
5403,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,No. But you've already begun.,neutral,0.9090929627418518
5404,2012-05-06,Season 2,Episode 6,The Old Gods and the New,arya stark,"Did you know your father, my lord?",surprise,0.720086932182312
5405,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,I did. I grew up with him. I watched him grow old.,neutral,0.7694849371910095
5406,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,"He loved us. He was a good man, but a weak man. A weak man who nearly destroyed our house and name. I'm cold.",disgust,0.4808836281299591
5407,2012-05-06,Season 2,Episode 6,The Old Gods and the New,arya stark,"I'll fetch more wood for the fire, my lord.",neutral,0.6502266526222229
5408,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,Mmm.,neutral,0.9105802774429321
5409,2012-05-06,Season 2,Episode 6,The Old Gods and the New,amory,"Where are you going, girl?",surprise,0.43304696679115295
5410,2012-05-06,Season 2,Episode 6,The Old Gods and the New,arya stark,"The armory, my lord.",disgust,0.7891997694969177
5411,2012-05-06,Season 2,Episode 6,The Old Gods and the New,amory,Why?,surprise,0.9258126616477966
5412,2012-05-06,Season 2,Episode 6,The Old Gods and the New,arya stark,Lord Tywin sent me.,neutral,0.6804949045181274
5413,2012-05-06,Season 2,Episode 6,The Old Gods and the New,amory,What might this be?,surprise,0.5877998471260071
5414,2012-05-06,Season 2,Episode 6,The Old Gods and the New,arya stark,Lord Tywin gave it to me.,neutral,0.7548825144767761
5415,2012-05-06,Season 2,Episode 6,The Old Gods and the New,amory,What for?,surprise,0.668563187122345
5416,2012-05-06,Season 2,Episode 6,The Old Gods and the New,arya stark,To take to the armory.,fear,0.6388580203056335
5417,2012-05-06,Season 2,Episode 6,The Old Gods and the New,amory,Why would he do that? Let's go and ask him.,anger,0.7299563884735107
5418,2012-05-06,Season 2,Episode 6,The Old Gods and the New,amory,Move! Get out of the way!,anger,0.914876401424408
5419,2012-05-06,Season 2,Episode 6,The Old Gods and the New,arya stark,Amory Lorch.,disgust,0.2835439443588257
5420,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jaqen hghar,A girl has named a second name. A man will do what must be done.,neutral,0.35296669602394104
5421,2012-05-06,Season 2,Episode 6,The Old Gods and the New,arya stark,Now!,surprise,0.32107698917388916
5422,2012-05-06,Season 2,Episode 6,The Old Gods and the New,jaqen hghar,A girl cannot tell a man when exactly he must do a thing. A man cannot make a thing happen before its time.,neutral,0.8112937808036804
5423,2012-05-06,Season 2,Episode 6,The Old Gods and the New,arya stark,But he's going to tell Tywin. He's getting away. It has to be now.,neutral,0.6293215751647949
5424,2012-05-06,Season 2,Episode 6,The Old Gods and the New,tywin lannister,Guard!,anger,0.4630610942840576
5425,2012-05-06,Season 2,Episode 6,The Old Gods and the New,soldier,Your Grace.,neutral,0.836920976638794
5426,2012-05-06,Season 2,Episode 6,The Old Gods and the New,soldier,"My honor, Your Grace.",neutral,0.5595300793647766
5427,2012-05-06,Season 2,Episode 6,The Old Gods and the New,quent,Your Grace.,neutral,0.836920976638794
5428,2012-05-06,Season 2,Episode 6,The Old Gods and the New,robb stark,Quent.,neutral,0.7541982531547546
5429,2012-05-06,Season 2,Episode 6,The Old Gods and the New,robb stark,Lady Talisa.,neutral,0.5812065601348877
5430,2012-05-06,Season 2,Episode 6,The Old Gods and the New,talisa,Your Grace. I'm not sure I'm a lady. Westerosi customs are still a bit foreign to me.,neutral,0.7791086435317993
5431,2012-05-06,Season 2,Episode 6,The Old Gods and the New,robb stark,"It's hard to keep all the rules straight. But if I remember my lessons, a woman of noble birth is always called a lady. Unless she's a queen or a princess. I could find someone who knows.",neutral,0.9524794220924377
